"lapse","polholder_age","polholder_BMCevol","polholder_diffdriver","polholder_gender","polholder_job","policy_age","policy_caruse","policy_nbcontract","prem_final","prem_freqperyear","prem_last","prem_market","prem_pure","vehicl_age","vehicl_agepurchase","vehicl_garage","vehicl_powerkw","vehicl_region"
0,40,"down","same","Male","normal",0,"private or freelance work",1,283.49,"4 per year",289.27,307.84,260.35,11,10,"underground garage","100 kW","Reg4"
0,71,"stable","only partner","Male","medical",7,"unknown",1,172.59,"1 per year",166.46,188.99,172.59,8,1,"private garage","75 kW","Reg4"
0,64,"stable","only partner","Male","normal",9,"private or freelance work",5,161.05,"1 per year",161.06,212.6,161.06,18,14,"private garage","100 kW","Reg7"
0,33,"down","same","Male","medical",3,"private or freelance work",3,308.25,"12 per year",314.54,389.69,279.59,14,9,"private garage","75 kW","Reg4"
0,42,"stable","young drivers","Female","normal",0,"private or freelance work",1,186.08,"1 per year",186.08,248.82,186.08,9,8,"private garage","25-50 kW","Reg3"
0,56,"stable","same","Female","normal",2,"private or freelance work",1,449.41,"2 per year",449.43,358.15,449.43,11,9,"private garage","25-50 kW","Reg3"
0,41,"down","only partner","Male","medical",6,"private or freelance work",2,261.78,"2 per year",267.12,201.95,225.24,7,1,"private garage","125-300 kW","Reg4"
0,71,"down","only partner","Male","normal",2,"private or freelance work",1,392.74,"2 per year",400.75,365.45,344.06,17,0,"private garage","100 kW","Reg4"
1,41,"stable","only partner","Male","medical",5,"unknown",1,312.8,"1 per year",312.81,270.84,312.81,15,7,"unknown","25-50 kW","Reg9"
0,42,"down","same","Female","medical",0,"private or freelance work",1,601.67,"1 per year",698.91,617.64,578.76,18,17,"street","25-50 kW","Reg9"
0,28,"down","only partner","Female","normal",2,"private or freelance work",2,293.95,"4 per year",299.95,312.12,269.95,18,11,"carport","75 kW","Reg8"
0,34,"down","only partner","Male","medical",1,"private or freelance work",1,212.35,"1 per year",216.69,277.04,189.6,13,8,"private garage","75 kW","Reg4"
0,35,"stable","only partner","Female","normal",1,"private or freelance work",1,313.96,"4 per year",313.97,369.85,302.35,12,9,"private garage","75 kW","Reg8"
0,51,"down","only partner","Male","normal",7,"unknown",1,387.25,"2 per year",395.15,252.31,355.64,11,3,"private garage","75 kW","Reg4"
0,23,"down","same","Female","normal",2,"private or freelance work",1,519.72,"12 per year",530.33,465.35,494.98,13,9,"parking deck","25-50 kW","Reg4"
0,64,"stable","only partner","Female","normal",0,"private or freelance work",1,194.35,"1 per year",194.36,222.53,194.38,18,18,"parking deck","100 kW","Reg5"
0,74,"stable","same","Male","normal",8,"private or freelance work",1,176.24,"1 per year",176.25,160.44,176.25,8,0,"private garage","25-50 kW","Reg11"
0,41,"stable","only partner","Male","medical",0,"private or freelance work",1,239.94,"2 per year",239.95,308.59,239.95,7,7,"carport","100 kW","Reg7"
1,52,"stable","only partner","Male","medical",2,"private or freelance work",1,213.79,"1 per year",213.8,210.45,209.89,17,0,"private garage","75 kW","Reg4"
0,61,"stable","only partner","Female","normal",6,"private or freelance work",1,187.3,"1 per year",187.31,120.85,177.56,11,5,"private garage","25-50 kW","Reg13"
1,40,"stable","young drivers","Male","normal",0,"private or freelance work",1,320.94,"1 per year",320.95,577.84,327.09,10,3,"private garage","125-300 kW","Reg4"
1,37,"stable","only partner","Female","medical",1,"private or freelance work",1,240.28,"1 per year",240.29,236.51,240.29,15,9,"other","75 kW","Reg1"
0,64,"stable","same","Female","normal",0,"private or freelance work",1,250.71,"2 per year",250.73,292.64,270.35,9,6,"private garage","100 kW","Reg3"
0,70,"stable","all drivers > 24","Male","normal",0,"private or freelance work",1,303.94,"4 per year",303.95,258.02,303.95,8,7,"other","100 kW","Reg14"
0,70,"down","same","Male","medical",9,"unknown",1,277.38,"1 per year",283.04,268.68,251.75,9,0,"private garage","100 kW","Reg8"
0,71,"stable","only partner","Male","normal",6,"unknown",1,194.91,"1 per year",194.93,182.95,189.68,6,0,"private garage","100 kW","Reg14"
1,41,"down","same","Male","medical",0,"private or freelance work",2,362.78,"1 per year",370.19,447.84,336.54,17,14,"private garage","150 kW","Reg8"
0,34,"down","same","Male","normal",0,"private or freelance work",2,444.53,"12 per year",453.6,480.94,411.59,15,12,"other","100 kW","Reg4"
0,48,"down","young drivers","Female","normal",0,"private or freelance work",1,388.29,"4 per year",396.21,356.67,346.39,8,2,"other","25-50 kW","Reg7"
0,39,"stable","same","Male","normal",0,"private or freelance work",1,279.04,"4 per year",279.05,331.2,289.68,15,13,"carport","25-50 kW","Reg6"
0,34,"down","same","Male","medical",2,"private or freelance work",1,425.52,"1 per year",444.03,450.71,387.7,9,7,"underground garage","75 kW","Reg8"
1,39,"down","only partner","Male","normal",4,"private or freelance work",1,410.75,"4 per year",419.14,289.51,352.09,12,8,"private garage","25-50 kW","Reg6"
0,55,"stable","same","Male","medical",1,"private or freelance work",1,251.04,"4 per year",251.05,260.01,258.24,17,14,"private garage","100 kW","Reg4"
0,39,"down","same","Female","normal",2,"private or freelance work",1,495.46,"4 per year",505.57,339.51,471.88,2,0,"street","75 kW","Reg3"
0,59,"stable","same","Male","medical",9,"unknown",1,325.48,"2 per year",325.49,227.93,305.36,14,2,"private garage","100 kW","Reg12"
0,37,"down","all drivers > 24","Male","normal",0,"private or freelance work",1,645.6,"4 per year",658.78,629.16,538.21,13,13,"private garage","75 kW","Reg13"
0,37,"down","same","Female","normal",0,"private or freelance work",1,387.12,"12 per year",395.02,324.6,376.09,16,13,"private garage","100 kW","Reg3"
0,37,"down","only partner","Male","medical",2,"private or freelance work",1,680.63,"1 per year",694.52,422.29,648.21,9,6,"private garage","25-50 kW","Reg7"
0,44,"down","commercial","Male","normal",3,"unknown",2,831.46,"1 per year",848.42,621.06,755.33,3,0,"unknown","75 kW","Reg8"
0,43,"stable","same","Female","medical",8,"unknown",2,238.12,"12 per year",238.14,198.98,223.56,15,6,"private garage","75 kW","Reg7"
0,56,"stable","same","Male","normal",6,"unknown",1,475.05,"1 per year",475.05,439.76,475.05,7,0,"street","100 kW","Reg4"
0,39,"stable","same","Female","normal",4,"private or freelance work",1,335.95,"1 per year",335.96,404.44,323.7,16,8,"street","75 kW","Reg12"
0,28,"down","same","Female","normal",0,"private or freelance work",1,378.12,"1 per year",385.84,418.1,353.69,11,10,"street","75 kW","Reg12"
0,24,"down","same","Female","normal",2,"private or freelance work",2,729.88,"1 per year",744.78,416.95,695.11,7,4,"street","75 kW","Reg2"
0,66,"stable","same","Male","medical",10,"unknown",1,202.58,"2 per year",202.59,163.74,206.09,13,1,"private garage","75 kW","Reg14"
0,32,"down","only partner","Male","normal",2,"private or freelance work",1,515.66,"12 per year",526.19,413.41,482.34,12,9,"street","125-300 kW","Reg4"
0,42,"stable","same","Male","normal",0,"private or freelance work",1,233.59,"1 per year",233.6,265.35,242.59,15,14,"private garage","25-50 kW","Reg14"
0,41,"stable","young drivers","Female","medical",0,"private or freelance work",1,216.3,"1 per year",216.31,321.2,240.1,15,12,"other","75 kW","Reg3"
0,32,"down","same","Male","normal",1,"private or freelance work",1,333.45,"1 per year",340.25,334.17,309.33,12,9,"private garage","75 kW","Reg7"
0,77,"stable","same","Male","normal",8,"unknown",1,393.87,"1 per year",375.13,418.47,419.4,15,3,"private garage","125-300 kW","Reg3"
0,35,"down","only partner","Male","normal",3,"private or freelance work",2,357.6,"12 per year",364.9,279.96,337.95,17,14,"carport","25-50 kW","Reg6"
0,49,"stable","only partner","Male","normal",4,"private or freelance work",1,482.82,"1 per year",482.84,401.19,501.67,18,6,"unknown","75 kW","Reg9"
0,37,"down","same","Female","medical",0,"private or freelance work",3,264.37,"1 per year",269.76,380.12,229.7,15,11,"private garage","75 kW","Reg12"
1,36,"down","all drivers > 24","Male","normal",1,"private or freelance work",1,756.61,"4 per year",878.89,744.24,728.29,11,10,"street","25-50 kW","Reg9"
0,41,"stable","same","Male","medical",0,"private or freelance work",1,119.85,"1 per year",119.86,154.57,114.54,18,5,"carport","100 kW","Reg8"
0,39,"up","same","Female","normal",1,"private or freelance work",2,436.18,"1 per year",339.25,547.6,420.34,11,8,"underground garage","75 kW","Reg14"
0,46,"down","only partner","Female","normal",3,"private or freelance work",1,580.11,"2 per year",591.95,379.4,542.63,18,12,"unknown","25-50 kW","Reg4"
0,52,"stable","same","Male","normal",6,"unknown",2,228.18,"1 per year",228.19,173.9,236.74,10,5,"unknown","75 kW","Reg8"
0,34,"down","same","Male","medical",1,"private or freelance work",1,450.05,"2 per year",469.61,495.09,391.34,10,7,"other","75 kW","Reg10"
0,39,"down","same","Male","normal",1,"private or freelance work",1,470.25,"12 per year",479.85,497.14,439.86,18,16,"street","100 kW","Reg4"
0,34,"down","only partner","Male","normal",0,"private or freelance work",1,300.73,"4 per year",306.86,251.12,278.96,3,3,"street","75 kW","Reg3"
0,49,"stable","only partner","Male","normal",4,"private or freelance work",1,303.85,"2 per year",303.86,246.42,301.05,9,1,"unknown","75 kW","Reg7"
0,38,"stable","only partner","Male","normal",0,"private or freelance work",4,235.81,"1 per year",235.83,255.23,224.97,10,6,"parking deck","100 kW","Reg8"
0,31,"down","same","Male","medical",0,"private or freelance work",1,246.87,"4 per year",251.91,340.79,231.15,11,5,"street","75 kW","Reg2"
0,38,"stable","same","Male","medical",1,"private or freelance work",1,291.33,"1 per year",291.34,330.65,280.58,15,11,"street","75 kW","Reg14"
0,39,"stable","only partner","Male","normal",1,"private or freelance work",2,201.61,"1 per year",201.63,243.96,196.15,18,12,"private garage","75 kW","Reg5"
1,81,"stable","same","Male","normal",10,"unknown",1,251.41,"1 per year",251.42,174.18,238.11,13,0,"private garage","75 kW","Reg11"
0,73,"down","same","Male","medical",0,"private or freelance work",1,288.88,"1 per year",294.78,379.28,280.76,15,6,"street","75 kW","Reg9"
0,63,"stable","only partner","Female","medical",11,"unknown",1,244.29,"1 per year",244.3,266.86,227.05,11,0,"private garage","75 kW","Reg6"
0,35,"stable","same","Male","normal",0,"private or freelance work",1,305.6,"1 per year",305.61,296.95,291.56,12,10,"street","100 kW","Reg12"
0,64,"stable","only partner","Male","normal",10,"unknown",1,175.9,"1 per year",175.91,175.43,182.4,15,3,"private garage","75 kW","Reg10"
0,42,"stable","same","Male","normal",1,"private or freelance work",2,304.61,"4 per year",304.62,339.65,287.85,13,4,"private garage","100 kW","Reg8"
0,42,"down","only partner","Female","medical",2,"private or freelance work",1,527.45,"12 per year",538.21,506.62,493.36,16,15,"street","75 kW","Reg4"
0,60,"stable","same","Male","normal",3,"private or freelance work",1,573.16,"2 per year",573.18,406,595.56,10,6,"unknown","125-300 kW","Reg8"
0,73,"stable","same","Male","normal",10,"unknown",5,217.58,"1 per year",217.59,200.2,227.67,16,3,"street","75 kW","Reg14"
0,38,"stable","same","Male","normal",0,"private or freelance work",1,178.94,"1 per year",178.95,185.2,178.95,13,1,"street","25-50 kW","Reg14"
0,75,"down","same","Male","normal",2,"private or freelance work",1,952.88,"4 per year",972.32,639.61,907.51,15,12,"private garage","75 kW","Reg3"
0,44,"stable","same","Male","medical",4,"private or freelance work",1,218.71,"1 per year",218.72,287.4,235.83,13,8,"parking deck","75 kW","Reg14"
0,44,"stable","only partner","Female","normal",4,"private or freelance work",1,297.56,"12 per year",297.57,341.97,314.93,4,0,"street","75 kW","Reg9"
0,52,"stable","only partner","Female","normal",1,"private or freelance work",2,333.89,"1 per year",333.9,275.59,333.9,18,17,"private garage","25-50 kW","Reg4"
0,59,"stable","only partner","Female","normal",8,"unknown",1,309.89,"2 per year",309.9,233.16,309.9,13,4,"street","25-50 kW","Reg4"
0,30,"down","only partner","Female","medical",1,"private or freelance work",1,482.98,"4 per year",492.84,430.69,447.36,11,7,"other","100 kW","Reg7"
0,41,"stable","same","Male","normal",0,"private or freelance work",1,175.61,"1 per year",175.62,191.4,161.54,14,6,"underground garage","100 kW","Reg14"
0,38,"down","same","Female","medical",1,"private or freelance work",1,565.4,"4 per year",576.94,626.08,538.47,1,0,"private garage","125-300 kW","Reg8"
0,43,"stable","only partner","Male","medical",9,"unknown",1,278.98,"1 per year",278.99,184.68,269.1,10,1,"private garage","75 kW","Reg3"
1,33,"stable","same","Female","normal",0,"private or freelance work",1,177.86,"1 per year",177.88,217.55,177.88,12,3,"street","25-50 kW","Reg3"
0,42,"stable","young drivers","Female","medical",0,"private or freelance work",1,200.01,"1 per year",200.03,260.76,200.01,17,17,"other","75 kW","Reg10"
0,50,"stable","only partner","Female","normal",2,"private or freelance work",1,214.65,"4 per year",214.66,305,224.97,18,11,"parking deck","75 kW","Reg4"
0,35,"down","only partner","Male","medical",5,"private or freelance work",2,279.19,"1 per year",284.89,301.89,253.24,14,8,"carport","125-300 kW","Reg5"
0,35,"down","same","Female","medical",0,"private or freelance work",1,308.98,"1 per year",315.29,398.3,286.63,14,10,"street","100 kW","Reg5"
1,35,"stable","same","Male","normal",0,"private or freelance work",2,197.65,"1 per year",197.66,274.44,185.42,11,3,"other","125-300 kW","Reg13"
0,85,"stable","same","Male","normal",5,"unknown",1,208.23,"1 per year",208.24,143.81,197.29,18,2,"unknown","75 kW","Reg14"
0,43,"down","same","Male","normal",2,"private or freelance work",1,357.87,"1 per year",365.18,301.05,324.6,8,4,"street","75 kW","Reg5"
0,30,"down","only partner","Female","medical",1,"private or freelance work",1,280.6,"1 per year",286.32,339.96,259.34,12,8,"street","75 kW","Reg8"
0,60,"stable","only partner","Male","normal",0,"private or freelance work",1,980.62,"4 per year",980.64,1161.6,980.64,13,13,"private garage","100 kW","Reg3"
0,39,"stable","only partner","Male","medical",0,"private or freelance work",1,152.42,"1 per year",152.44,225.28,152.44,13,7,"private garage","75 kW","Reg6"
0,42,"stable","only partner","Female","medical",3,"private or freelance work",1,270.6,"1 per year",257.72,291.45,275.17,8,0,"unknown","100 kW","Reg7"
0,38,"down","same","Male","normal",0,"private or freelance work",1,632.43,"12 per year",659.93,559.61,534.45,11,10,"private garage","75 kW","Reg12"
1,38,"down","same","Male","normal",1,"private or freelance work",2,433.55,"12 per year",442.4,401.44,379.2,15,12,"underground garage","75 kW","Reg4"
0,30,"down","same","Male","medical",1,"private or freelance work",1,459.55,"12 per year",468.93,380.16,417.87,12,8,"street","75 kW","Reg1"
0,51,"stable","same","Male","normal",8,"private or freelance work",1,254.01,"1 per year",254.03,196.81,254.03,5,4,"private garage","75 kW","Reg3"
0,64,"stable","same","Female","medical",9,"unknown",1,124.41,"1 per year",124.43,130.25,125.51,18,7,"private garage","25-50 kW","Reg4"
0,58,"stable","only partner","Male","medical",5,"unknown",1,189.7,"1 per year",189.71,189.51,178.12,14,6,"unknown","125-300 kW","Reg4"
0,43,"stable","same","Male","normal",1,"private or freelance work",1,303.23,"1 per year",303.24,375.96,320.95,11,7,"street","75 kW","Reg9"
0,36,"stable","same","Male","medical",1,"private or freelance work",1,231.74,"12 per year",231.75,218.43,217.18,17,10,"street","75 kW","Reg4"
0,54,"stable","same","Male","normal",8,"private or freelance work",1,284.9,"1 per year",284.91,296.85,277.05,11,3,"private garage","75 kW","Reg5"
0,60,"stable","same","Male","normal",0,"private or freelance work",2,240.84,"1 per year",240.85,258.34,247.81,15,14,"other","100 kW","Reg7"
0,58,"stable","same","Male","medical",9,"unknown",2,290.23,"1 per year",290.24,169.38,285.1,18,13,"private garage","125-300 kW","Reg5"
0,59,"down","young drivers","Male","medical",10,"unknown",1,418.4,"12 per year",426.94,250.17,366.7,10,0,"private garage","100 kW","Reg3"
0,51,"down","same","Female","medical",1,"private or freelance work",1,216.7,"4 per year",221.12,236.53,196.55,11,4,"carport","100 kW","Reg13"
